Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
506709,84991,60 TEATIME FAIRY CAKE CASES,2,5/2/2010 15:10,0.55,15426.0,United Kingdom
506709,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,5/2/2010 15:10,2.95,15426.0,United Kingdom
506709,21232,STRAWBERRY CERAMIC TRINKET BOX,2,5/2/2010 15:10,1.25,15426.0,United Kingdom
506709,20727,LUNCH BAG  BLACK SKULL.,1,5/2/2010 15:10,1.65,15426.0,United Kingdom
506710,84991,60 TEATIME FAIRY CAKE CASES,24,5/2/2010 15:30,0.55,13465.0,United Kingdom
506710,22423,REGENCY CAKESTAND 3 TIER,16,5/2/2010 15:30,10.95,13465.0,United Kingdom
506710,47566,PARTY BUNTING,5,5/2/2010 15:30,4.65,13465.0,United Kingdom
506711,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,5/2/2010 15:31,2.95,17051.0,United Kingdom
506711,21931,JUMBO STORAGE BAG SUKI,5,5/2/2010 15:31,1.95,17051.0,United Kingdom
506711,21232,STRAWBERRY CERAMIC TRINKET BOX,1,5/2/2010 15:31,1.25,17051.0,United Kingdom
506711,21232,STRAWBERRY CERAMIC TRINKET BOX,2,5/2/2010 15:31,1.25,17051.0,United Kingdom
506715,47566,PARTY BUNTING,2,5/2/2010 15:48,4.65,13113.0,United Kingdom
506716,21232,STRAWBERRY CERAMIC TRINKET BOX,1,5/2/2010 16:02,1.25,17555.0,United Kingdom
506716,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,5/2/2010 16:02,1.95,17555.0,United Kingdom
506716,21232,STRAWBERRY CERAMIC TRINKET BOX,1,5/2/2010 16:02,1.25,17555.0,United Kingdom
506716,21931,JUMBO STORAGE BAG SUKI,2,5/2/2010 16:02,1.95,17555.0,United Kingdom
506717,22423,REGENCY CAKESTAND 3 TIER,5,5/4/2010 8:51,12.75,12540.0,Spain
506718,20727,LUNCH BAG  BLACK SKULL.,10,5/4/2010 9:01,1.65,17091.0,United Kingdom
506718,21931,JUMBO STORAGE BAG SUKI,10,5/4/2010 9:01,1.95,17091.0,United Kingdom
506718,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,5/4/2010 9:01,1.95,17091.0,United Kingdom
506721,84991,60 TEATIME FAIRY CAKE CASES,24,5/4/2010 9:23,0.55,12507.0,Spain
506724,47566,PARTY BUNTING,3,5/4/2010 10:02,8.47,,United Kingdom
506724,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,5/4/2010 10:02,5.91,,United Kingdom
506724,22423,REGENCY CAKESTAND 3 TIER,1,5/4/2010 10:02,25.49,,United Kingdom
506724,21232,STRAWBERRY CERAMIC TRINKET BOX,5,5/4/2010 10:02,2.51,,United Kingdom
506726,22423,REGENCY CAKESTAND 3 TIER,1,5/4/2010 10:03,12.75,15240.0,United Kingdom
506726,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,5/4/2010 10:03,2.95,15240.0,United Kingdom
506726,84879,ASSORTED COLOUR BIRD ORNAMENT,8,5/4/2010 10:03,1.69,15240.0,United Kingdom
506735,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/4/2010 10:17,2.95,16317.0,United Kingdom
506735,22423,REGENCY CAKESTAND 3 TIER,3,5/4/2010 10:17,12.75,16317.0,United Kingdom
506743,22423,REGENCY CAKESTAND 3 TIER,2,5/4/2010 10:57,12.75,15039.0,United Kingdom
506743,47566,PARTY BUNTING,60,5/4/2010 10:57,3.75,15039.0,United Kingdom
C506751,22423,REGENCY CAKESTAND 3 TIER,-2,5/4/2010 11:43,12.75,12471.0,Germany
C506751,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,5/4/2010 11:43,1.25,12471.0,Germany
506754,21931,JUMBO STORAGE BAG SUKI,10,5/4/2010 11:51,1.95,14110.0,United Kingdom
506754,47566,PARTY BUNTING,5,5/4/2010 11:51,4.65,14110.0,United Kingdom
506781,84879,ASSORTED COLOUR BIRD ORNAMENT,24,5/4/2010 12:16,1.69,14895.0,United Kingdom
506781,22423,REGENCY CAKESTAND 3 TIER,2,5/4/2010 12:16,12.75,14895.0,United Kingdom
506781,84991,60 TEATIME FAIRY CAKE CASES,24,5/4/2010 12:16,0.55,14895.0,United Kingdom
506818,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/4/2010 12:45,2.95,18245.0,United Kingdom
506821,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,5/4/2010 12:51,1.95,17644.0,United Kingdom
506822,47566,PARTY BUNTING,15,5/4/2010 12:59,4.65,15215.0,United Kingdom
506830,21232,STRAWBERRY CERAMIC TRINKET BOX,2,5/4/2010 13:19,1.25,13542.0,United Kingdom
506831,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/4/2010 13:31,2.95,16145.0,United Kingdom
506840,22423,REGENCY CAKESTAND 3 TIER,1,5/4/2010 13:59,12.75,12725.0,Italy
506841,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,5/4/2010 14:02,2.55,13081.0,United Kingdom
506842,84991,60 TEATIME FAIRY CAKE CASES,10,5/4/2010 14:07,0.55,16938.0,United Kingdom
506842,47566,PARTY BUNTING,2,5/4/2010 14:07,4.65,16938.0,United Kingdom
506842,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,5/4/2010 14:07,2.95,16938.0,United Kingdom
506842,22423,REGENCY CAKESTAND 3 TIER,2,5/4/2010 14:07,12.75,16938.0,United Kingdom
506843,22423,REGENCY CAKESTAND 3 TIER,3,5/4/2010 14:12,12.75,15122.0,United Kingdom
506843,47566,PARTY BUNTING,12,5/4/2010 14:12,4.65,15122.0,United Kingdom
506843,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,5/4/2010 14:12,1.95,15122.0,United Kingdom
506858,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,5/4/2010 14:37,1.95,13418.0,United Kingdom
506859,20727,LUNCH BAG  BLACK SKULL.,1,5/4/2010 14:40,1.65,17961.0,United Kingdom
506860,47566,PARTY BUNTING,5,5/4/2010 14:51,4.65,18163.0,United Kingdom
506861,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/4/2010 14:57,2.95,14962.0,United Kingdom
506862,22423,REGENCY CAKESTAND 3 TIER,1,5/4/2010 14:58,12.75,13643.0,United Kingdom
506862,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,5/4/2010 14:58,2.95,13643.0,United Kingdom
C506864,22423,REGENCY CAKESTAND 3 TIER,-2,5/4/2010 15:07,12.75,13267.0,United Kingdom
506865,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,5/4/2010 15:13,1.95,17841.0,United Kingdom
506869,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,5/4/2010 15:45,4.21,,United Kingdom
506869,22423,REGENCY CAKESTAND 3 TIER,1,5/4/2010 15:45,25.49,,United Kingdom
506871,47566,PARTY BUNTING,7,5/4/2010 15:48,8.47,,United Kingdom
506870,22423,REGENCY CAKESTAND 3 TIER,1,5/4/2010 15:48,12.75,15325.0,United Kingdom
506871,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,5/4/2010 15:48,5.91,,United Kingdom
506871,21232,STRAWBERRY CERAMIC TRINKET BOX,1,5/4/2010 15:48,2.51,,United Kingdom
506871,22423,REGENCY CAKESTAND 3 TIER,1,5/4/2010 15:48,25.49,,United Kingdom
C506877,22423,REGENCY CAKESTAND 3 TIER,-1,5/4/2010 16:40,12.75,13047.0,United Kingdom
506880,21232,STRAWBERRY CERAMIC TRINKET BOX,12,5/4/2010 16:45,1.25,13039.0,United Kingdom
C506885,22423,REGENCY CAKESTAND 3 TIER,-4,5/5/2010 8:42,12.75,14292.0,United Kingdom
506894,47566,PARTY BUNTING,60,5/5/2010 9:04,3.75,15396.0,United Kingdom
C506896,22423,REGENCY CAKESTAND 3 TIER,-1,5/5/2010 9:22,12.75,15845.0,United Kingdom
506898,84991,60 TEATIME FAIRY CAKE CASES,24,5/5/2010 9:35,0.55,16135.0,United Kingdom
506900,22423,REGENCY CAKESTAND 3 TIER,2,5/5/2010 9:43,12.75,14175.0,United Kingdom
506900,47566,PARTY BUNTING,5,5/5/2010 9:43,4.65,14175.0,United Kingdom
506902,84879,ASSORTED COLOUR BIRD ORNAMENT,24,5/5/2010 9:56,1.69,14025.0,United Kingdom
506902,22423,REGENCY CAKESTAND 3 TIER,1,5/5/2010 9:56,12.75,14025.0,United Kingdom
506909,84879,ASSORTED COLOUR BIRD ORNAMENT,48,5/5/2010 10:47,1.69,18061.0,United Kingdom
506947,47566,PARTY BUNTING,6,5/5/2010 11:16,4.65,17377.0,United Kingdom
506947,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,5/5/2010 11:16,2.95,17377.0,United Kingdom
506954,22423,REGENCY CAKESTAND 3 TIER,4,5/5/2010 11:43,12.75,17819.0,United Kingdom
506956,21931,JUMBO STORAGE BAG SUKI,2,5/5/2010 11:51,1.95,16415.0,United Kingdom
506956,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,5/5/2010 11:51,1.95,16415.0,United Kingdom
506956,22423,REGENCY CAKESTAND 3 TIER,1,5/5/2010 11:51,12.75,16415.0,United Kingdom
506957,47566,PARTY BUNTING,7,5/5/2010 11:53,4.65,18231.0,United Kingdom
506957,84879,ASSORTED COLOUR BIRD ORNAMENT,8,5/5/2010 11:53,1.69,18231.0,United Kingdom
506957,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,5/5/2010 11:53,2.95,18231.0,United Kingdom
506959,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,5/5/2010 12:05,5.91,,United Kingdom
506959,47566,PARTY BUNTING,1,5/5/2010 12:05,8.47,,United Kingdom
506959,21232,STRAWBERRY CERAMIC TRINKET BOX,4,5/5/2010 12:05,2.51,,United Kingdom
506960,84991,60 TEATIME FAIRY CAKE CASES,72,5/5/2010 12:16,0.55,14560.0,United Kingdom
506962,47566,PARTY BUNTING,10,5/5/2010 12:26,4.65,14936.0,Channel Islands
506962,22423,REGENCY CAKESTAND 3 TIER,3,5/5/2010 12:26,12.75,14936.0,Channel Islands
506962,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/5/2010 12:26,2.95,14936.0,Channel Islands
506963,84991,60 TEATIME FAIRY CAKE CASES,24,5/5/2010 12:30,0.55,15306.0,United Kingdom
506964,20727,LUNCH BAG  BLACK SKULL.,100,5/5/2010 12:31,1.45,17920.0,United Kingdom
506964,21931,JUMBO STORAGE BAG SUKI,100,5/5/2010 12:31,1.65,17920.0,United Kingdom
506964,22423,REGENCY CAKESTAND 3 TIER,2,5/5/2010 12:31,12.75,17920.0,United Kingdom
506965,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/5/2010 12:31,2.95,14936.0,Channel Islands
506965,84991,60 TEATIME FAIRY CAKE CASES,24,5/5/2010 12:31,0.55,14936.0,Channel Islands
506977,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/5/2010 13:03,2.95,15488.0,United Kingdom
C506978,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,5/5/2010 13:07,2.55,14680.0,United Kingdom
C506979,21232,STRAWBERRY CERAMIC TRINKET BOX,-12,5/5/2010 13:10,1.25,13287.0,United Kingdom
C506980,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,5/5/2010 13:11,2.95,13643.0,United Kingdom
506981,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,5/5/2010 13:14,2.55,14680.0,United Kingdom
506981,20727,LUNCH BAG  BLACK SKULL.,40,5/5/2010 13:14,1.65,14680.0,United Kingdom
506982,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,5/5/2010 13:17,2.55,17230.0,United Kingdom
506991,21232,STRAWBERRY CERAMIC TRINKET BOX,144,5/5/2010 13:49,1.06,17307.0,United Kingdom
506992,22423,REGENCY CAKESTAND 3 TIER,2,5/5/2010 13:50,12.75,15023.0,United Kingdom
506992,84991,60 TEATIME FAIRY CAKE CASES,12,5/5/2010 13:50,0.55,15023.0,United Kingdom
506992,21931,JUMBO STORAGE BAG SUKI,2,5/5/2010 13:50,1.95,15023.0,United Kingdom
506997,21232,STRAWBERRY CERAMIC TRINKET BOX,12,5/5/2010 14:00,1.25,13468.0,United Kingdom
507000,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,5/5/2010 14:09,1.95,16746.0,United Kingdom
507003,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,5/5/2010 14:12,2.95,15260.0,United Kingdom
507003,22423,REGENCY CAKESTAND 3 TIER,1,5/5/2010 14:12,12.75,15260.0,United Kingdom
507006,22423,REGENCY CAKESTAND 3 TIER,2,5/5/2010 14:22,12.75,15097.0,United Kingdom
507007,22423,REGENCY CAKESTAND 3 TIER,1,5/5/2010 14:23,25.49,,United Kingdom
507007,47566,PARTY BUNTING,2,5/5/2010 14:23,8.47,,United Kingdom
507008,22423,REGENCY CAKESTAND 3 TIER,2,5/5/2010 14:25,25.49,,United Kingdom
507009,22423,REGENCY CAKESTAND 3 TIER,1,5/5/2010 14:26,25.49,,United Kingdom
507009,47566,PARTY BUNTING,1,5/5/2010 14:26,8.47,,United Kingdom
507011,22423,REGENCY CAKESTAND 3 TIER,1,5/5/2010 14:27,25.49,,United Kingdom
507011,47566,PARTY BUNTING,1,5/5/2010 14:27,8.47,,United Kingdom
507011,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,5/5/2010 14:27,4.21,,United Kingdom
507014,47566,PARTY BUNTING,1,5/5/2010 14:28,8.47,,United Kingdom
507019,22423,REGENCY CAKESTAND 3 TIER,1,5/5/2010 14:34,25.49,,United Kingdom
507020,22423,REGENCY CAKESTAND 3 TIER,2,5/5/2010 14:34,12.75,17345.0,United Kingdom
507023,47566,PARTY BUNTING,1,5/5/2010 14:38,8.47,,United Kingdom
507025,21232,STRAWBERRY CERAMIC TRINKET BOX,2,5/5/2010 14:42,2.51,,United Kingdom
507025,47566,PARTY BUNTING,12,5/5/2010 14:42,8.47,,United Kingdom
507025,84991,60 TEATIME FAIRY CAKE CASES,1,5/5/2010 14:42,1.28,,United Kingdom
507026,22423,REGENCY CAKESTAND 3 TIER,3,5/5/2010 14:43,12.75,14205.0,United Kingdom
507026,84991,60 TEATIME FAIRY CAKE CASES,24,5/5/2010 14:43,0.55,14205.0,United Kingdom
507027,47566,PARTY BUNTING,5,5/5/2010 14:49,4.65,13999.0,United Kingdom
507028,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/5/2010 14:51,2.95,15704.0,United Kingdom
507028,84879,ASSORTED COLOUR BIRD ORNAMENT,32,5/5/2010 14:51,1.69,15704.0,United Kingdom
507028,47566,PARTY BUNTING,8,5/5/2010 14:51,4.65,15704.0,United Kingdom
507029,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,5/5/2010 14:52,2.95,16556.0,United Kingdom
507029,22423,REGENCY CAKESTAND 3 TIER,1,5/5/2010 14:52,12.75,16556.0,United Kingdom
507036,20727,LUNCH BAG  BLACK SKULL.,2,5/5/2010 15:43,1.65,17324.0,United Kingdom
507038,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,5/5/2010 16:12,2.55,15615.0,United Kingdom
507038,20727,LUNCH BAG  BLACK SKULL.,10,5/5/2010 16:12,1.65,15615.0,United Kingdom
507038,21931,JUMBO STORAGE BAG SUKI,10,5/5/2010 16:12,1.95,15615.0,United Kingdom
C507043,22423,REGENCY CAKESTAND 3 TIER,-1,5/5/2010 16:52,12.75,17406.0,United Kingdom
507045,22423,REGENCY CAKESTAND 3 TIER,2,5/6/2010 7:48,12.75,16168.0,United Kingdom
507050,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/6/2010 9:00,2.95,13400.0,United Kingdom
507050,21232,STRAWBERRY CERAMIC TRINKET BOX,12,5/6/2010 9:00,1.25,13400.0,United Kingdom
507052,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,5/6/2010 9:16,1.95,16844.0,United Kingdom
507052,47566,PARTY BUNTING,5,5/6/2010 9:16,4.65,16844.0,United Kingdom
507052,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,5/6/2010 9:16,2.95,16844.0,United Kingdom
507056,21232,STRAWBERRY CERAMIC TRINKET BOX,72,5/6/2010 10:04,1.06,18220.0,United Kingdom
507063,22423,REGENCY CAKESTAND 3 TIER,1,5/6/2010 10:28,12.75,17469.0,United Kingdom
507063,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,5/6/2010 10:28,1.95,17469.0,United Kingdom
507063,21931,JUMBO STORAGE BAG SUKI,10,5/6/2010 10:28,1.95,17469.0,United Kingdom
507064,21232,STRAWBERRY CERAMIC TRINKET BOX,12,5/6/2010 10:30,1.25,14911.0,EIRE
507064,22423,REGENCY CAKESTAND 3 TIER,1,5/6/2010 10:30,12.75,14911.0,EIRE
507113,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,5/6/2010 11:14,2.95,15129.0,United Kingdom
507113,21232,STRAWBERRY CERAMIC TRINKET BOX,24,5/6/2010 11:14,1.25,15129.0,United Kingdom
507115,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,5/6/2010 11:25,2.95,13183.0,United Kingdom
507116,84991,60 TEATIME FAIRY CAKE CASES,2,5/6/2010 11:30,1.28,,United Kingdom
507116,47566,PARTY BUNTING,3,5/6/2010 11:30,3.75,,United Kingdom
507116,22423,REGENCY CAKESTAND 3 TIER,2,5/6/2010 11:30,25.49,,United Kingdom
507116,47566,PARTY BUNTING,4,5/6/2010 11:30,8.47,,United Kingdom
507120,84991,60 TEATIME FAIRY CAKE CASES,24,5/6/2010 11:44,0.55,12972.0,United Kingdom
507121,47566,PARTY BUNTING,8,5/6/2010 11:49,4.65,13772.0,United Kingdom
507121,22423,REGENCY CAKESTAND 3 TIER,3,5/6/2010 11:49,12.75,13772.0,United Kingdom
507121,84991,60 TEATIME FAIRY CAKE CASES,4,5/6/2010 11:49,0.55,13772.0,United Kingdom
507122,84991,60 TEATIME FAIRY CAKE CASES,72,5/6/2010 11:50,0.55,12678.0,France
507124,22423,REGENCY CAKESTAND 3 TIER,2,5/6/2010 11:58,12.75,16710.0,United Kingdom
507125,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/6/2010 11:58,2.95,18009.0,United Kingdom
507128,47566,PARTY BUNTING,5,5/6/2010 12:04,4.65,14527.0,United Kingdom
507129,21931,JUMBO STORAGE BAG SUKI,2,5/6/2010 12:15,1.95,15860.0,United Kingdom
507129,22423,REGENCY CAKESTAND 3 TIER,3,5/6/2010 12:15,12.75,15860.0,United Kingdom
507130,22423,REGENCY CAKESTAND 3 TIER,2,5/6/2010 12:23,12.75,12523.0,France
507130,21232,STRAWBERRY CERAMIC TRINKET BOX,12,5/6/2010 12:23,1.25,12523.0,France
507133,84879,ASSORTED COLOUR BIRD ORNAMENT,8,5/6/2010 12:29,1.69,14461.0,United Kingdom
507132,21232,STRAWBERRY CERAMIC TRINKET BOX,12,5/6/2010 12:29,1.25,13576.0,United Kingdom
507150,84991,60 TEATIME FAIRY CAKE CASES,24,5/6/2010 13:13,0.55,13175.0,United Kingdom
507151,20727,LUNCH BAG  BLACK SKULL.,20,5/6/2010 13:19,1.65,17242.0,United Kingdom
507153,21232,STRAWBERRY CERAMIC TRINKET BOX,24,5/6/2010 13:28,1.25,16366.0,United Kingdom
507156,47566,PARTY BUNTING,5,5/6/2010 13:41,4.65,12682.0,France
507157,84879,ASSORTED COLOUR BIRD ORNAMENT,8,5/6/2010 13:44,1.69,16814.0,United Kingdom
507157,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,5/6/2010 13:44,2.95,16814.0,United Kingdom
507158,22423,REGENCY CAKESTAND 3 TIER,3,5/6/2010 13:45,12.75,12621.0,Germany
507163,47566,PARTY BUNTING,25,5/6/2010 14:15,4.65,15027.0,United Kingdom
507165,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,5/6/2010 14:22,1.95,,United Kingdom
507166,22423,REGENCY CAKESTAND 3 TIER,1,5/6/2010 14:25,12.75,13024.0,United Kingdom
507176,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,5/6/2010 15:05,1.95,17069.0,United Kingdom
507176,21931,JUMBO STORAGE BAG SUKI,10,5/6/2010 15:05,1.95,17069.0,United Kingdom
507177,21931,JUMBO STORAGE BAG SUKI,1,5/6/2010 15:09,4.21,,United Kingdom
507177,47566,PARTY BUNTING,1,5/6/2010 15:09,8.47,,United Kingdom
507177,84991,60 TEATIME FAIRY CAKE CASES,1,5/6/2010 15:09,1.28,,United Kingdom
507177,21232,STRAWBERRY CERAMIC TRINKET BOX,5,5/6/2010 15:09,2.51,,United Kingdom
507178,20727,LUNCH BAG  BLACK SKULL.,100,5/6/2010 15:17,1.45,14646.0,Netherlands
507178,22423,REGENCY CAKESTAND 3 TIER,64,5/6/2010 15:17,10.95,14646.0,Netherlands
507178,85123A,WHITE HANGING HEART T-LIGHT HOLDER,224,5/6/2010 15:17,2.55,14646.0,Netherlands
507179,22423,REGENCY CAKESTAND 3 TIER,16,5/6/2010 15:24,10.95,14646.0,Netherlands
507179,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,5/6/2010 15:24,2.55,14646.0,Netherlands
507183,21232,STRAWBERRY CERAMIC TRINKET BOX,5,5/6/2010 15:59,1.25,12835.0,United Kingdom
507186,20727,LUNCH BAG  BLACK SKULL.,10,5/6/2010 16:02,1.65,13891.0,United Kingdom
C507200,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,5/6/2010 16:29,1.25,16186.0,United Kingdom
C507201,22423,REGENCY CAKESTAND 3 TIER,-1,5/6/2010 16:32,12.75,16317.0,United Kingdom
507205,22423,REGENCY CAKESTAND 3 TIER,4,5/6/2010 16:47,12.75,16560.0,United Kingdom
507205,21232,STRAWBERRY CERAMIC TRINKET BOX,12,5/6/2010 16:47,1.25,16560.0,United Kingdom
507206,84879,ASSORTED COLOUR BIRD ORNAMENT,16,5/6/2010 16:50,1.69,13870.0,United Kingdom
507206,47566,PARTY BUNTING,60,5/6/2010 16:50,3.75,13870.0,United Kingdom
507207,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,5/6/2010 16:50,2.95,12997.0,United Kingdom
507207,21232,STRAWBERRY CERAMIC TRINKET BOX,12,5/6/2010 16:50,1.25,12997.0,United Kingdom
507208,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/6/2010 16:57,2.95,13214.0,United Kingdom
507210,47566,PARTY BUNTING,6,5/6/2010 17:22,4.65,14156.0,EIRE
507210,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,5/6/2010 17:22,1.95,14156.0,EIRE
507210,21931,JUMBO STORAGE BAG SUKI,6,5/6/2010 17:22,1.95,14156.0,EIRE
507210,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,5/6/2010 17:22,1.95,14156.0,EIRE
507210,22423,REGENCY CAKESTAND 3 TIER,4,5/6/2010 17:22,12.75,14156.0,EIRE
507213,47566,PARTY BUNTING,5,5/6/2010 17:55,4.65,13974.0,United Kingdom
507213,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,5/6/2010 17:55,1.95,13974.0,United Kingdom
C507215,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-2,5/6/2010 17:59,1.95,14194.0,United Kingdom
507216,47566,PARTY BUNTING,20,5/6/2010 18:01,4.65,16126.0,United Kingdom
C507217,22423,REGENCY CAKESTAND 3 TIER,-1,5/6/2010 18:02,12.75,12982.0,United Kingdom
507218,21931,JUMBO STORAGE BAG SUKI,6,5/6/2010 19:08,1.95,14713.0,United Kingdom
507218,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,5/6/2010 19:08,1.95,14713.0,United Kingdom
507223,84991,60 TEATIME FAIRY CAKE CASES,6,5/6/2010 19:29,0.55,17323.0,United Kingdom
507228,20727,LUNCH BAG  BLACK SKULL.,4,5/6/2010 19:57,1.65,16794.0,United Kingdom
507228,21232,STRAWBERRY CERAMIC TRINKET BOX,2,5/6/2010 19:57,1.25,16794.0,United Kingdom
507232,84879,ASSORTED COLOUR BIRD ORNAMENT,24,5/7/2010 8:49,1.69,15290.0,United Kingdom
507234,47566,PARTY BUNTING,20,5/7/2010 9:00,4.65,14826.0,United Kingdom
507235,20727,LUNCH BAG  BLACK SKULL.,20,5/7/2010 9:04,1.45,14298.0,United Kingdom
507235,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,30,5/7/2010 9:04,1.65,14298.0,United Kingdom
507235,21931,JUMBO STORAGE BAG SUKI,60,5/7/2010 9:04,1.65,14298.0,United Kingdom
507235,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,5/7/2010 9:04,2.55,14298.0,United Kingdom
507238,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/7/2010 9:40,2.95,15680.0,United Kingdom
507238,84879,ASSORTED COLOUR BIRD ORNAMENT,8,5/7/2010 9:40,1.69,15680.0,United Kingdom
507241,20727,LUNCH BAG  BLACK SKULL.,20,5/7/2010 9:58,1.65,16174.0,United Kingdom
507243,84991,60 TEATIME FAIRY CAKE CASES,24,5/7/2010 10:19,0.55,15312.0,United Kingdom
507243,84879,ASSORTED COLOUR BIRD ORNAMENT,8,5/7/2010 10:19,1.69,15312.0,United Kingdom
507243,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,5/7/2010 10:19,2.95,15312.0,United Kingdom
507243,21232,STRAWBERRY CERAMIC TRINKET BOX,24,5/7/2010 10:19,1.25,15312.0,United Kingdom
507244,22423,REGENCY CAKESTAND 3 TIER,96,5/7/2010 10:41,10.95,17949.0,United Kingdom
507249,85123A,WHITE HANGING HEART T-LIGHT HOLDER,100,5/7/2010 11:25,2.55,16013.0,United Kingdom
507253,20727,LUNCH BAG  BLACK SKULL.,100,5/7/2010 11:35,1.45,13694.0,United Kingdom
507256,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,5/7/2010 11:42,1.95,17798.0,United Kingdom
507256,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,12,5/7/2010 11:42,1.95,17798.0,United Kingdom
507258,21931,JUMBO STORAGE BAG SUKI,20,5/7/2010 12:09,1.95,15382.0,United Kingdom
507258,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,5/7/2010 12:09,1.95,15382.0,United Kingdom
507258,84991,60 TEATIME FAIRY CAKE CASES,24,5/7/2010 12:09,0.55,15382.0,United Kingdom
507261,47566,PARTY BUNTING,6,5/7/2010 12:20,4.65,12872.0,United Kingdom
507261,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,5/7/2010 12:20,2.95,12872.0,United Kingdom
507266,22423,REGENCY CAKESTAND 3 TIER,1,5/7/2010 12:24,12.75,13830.0,United Kingdom
507279,47566,PARTY BUNTING,5,5/7/2010 13:01,4.65,13013.0,United Kingdom
507279,22423,REGENCY CAKESTAND 3 TIER,2,5/7/2010 13:01,12.75,13013.0,United Kingdom
507281,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,5/7/2010 13:29,2.55,13089.0,United Kingdom
507281,84879,ASSORTED COLOUR BIRD ORNAMENT,48,5/7/2010 13:29,1.69,13089.0,United Kingdom
507290,21232,STRAWBERRY CERAMIC TRINKET BOX,8,5/7/2010 14:10,1.25,14814.0,United Kingdom
507292,47566,PARTY BUNTING,4,5/7/2010 14:28,8.47,,United Kingdom
507292,84991,60 TEATIME FAIRY CAKE CASES,1,5/7/2010 14:28,1.28,,United Kingdom
507292,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,5/7/2010 14:28,1.65,,United Kingdom
